dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Sales Revenue","Thailand","Juicemanji","Retail","Actual",2984024.1125876,3133225.3182170,3289886.5841278,2238018.0844407,2417059.5311959,2610424.2936916,2819258.2371869,3044798.8961619,1939615.6731819,2327538.8078183,2793046.5693820,3351655.8832584,32948551.9912500
"Standard Cost per Litre","Thailand","Juicemanji","Retail","Actual",48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,48.3882116,580.6585394
"Manufacturing Cost","Thailand","Juicemanji","Retail","Actual",1972050.7178840,2070653.2537782,2174185.9164671,1479038.0384130,1597361.0814860,1725149.9680049,1863161.9654453,2012214.9226809,1281832.9666246,1538199.5599495,1845839.4719394,2215007.3663273,21774695.2290000
"Gross Margin","Thailand","Juicemanji","Retail","Actual",1011973.3947036,1062572.0644388,1115700.6676607,758980.0460277,819698.4497099,885274.3256867,956096.2717417,1032583.9734810,657782.7065574,789339.2478688,947207.0974426,1136648.5169311,11173856.7622500
"GM %","Thailand","Juicemanji","Retail","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Volume Litres","Australia","Juicemanji","Retail","Actual",40754.7758403,42792.5146323,44932.1403639,30566.0818802,33011.3684306,35652.2779051,38504.4601375,41584.8169485,26490.6042962,31788.7251554,38146.4701865,45775.7642238,450000.0000000
"Price per Litre","Australia","Juicemanji","Retail","Actual",2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,31.4341459
"Sales Revenue","Australia","Juicemanji","Retail","Actual",106757.6308916,112095.5124362,117700.2880580,80068.2231687,86473.6810222,93391.5755040,100862.9015443,108931.9336679,69392.4600796,83270.9520955,99925.1425146,119910.1710175,1178780.4720000
"Standard Cost per Litre","Australia","Juicemanji","Retail","Actual",0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,0.1273374,1.5280488
"Manufacturing Cost","Australia","Juicemanji","Retail","Actual",5189.6070862,5449.0874405,5721.5418126,3892.2053147,4203.5817398,4539.8682790,4903.0577414,5295.3023607,3373.2446060,4047.8935273,4857.4722327,5828.9666792,57301.8288201
"Gross Margin","Australia","Juicemanji","Retail","Actual",101568.0238054,106646.4249957,111978.7462455,76176.0178541,82270.0992824,88851.7072250,95959.8438030,103636.6313072,66019.2154735,79223.0585682,95067.6702819,114081.2043382,1121478.6431799
"GM %","Australia","Juicemanji","Retail","Actual",0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889
"Volume Litres","Europe","Juicemanji","Retail","Actual",83181.3493064,87340.4167717,91707.4376103,62386.0119798,67376.8929382,72767.0443732,78588.4079231,84875.4805569,54067.8770491,64881.4524590,77857.7429508,93429.2915409,918459.4054591
"Price per Litre","Europe","Juicemanji","Retail","Actual",4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,4.5696334,54.8356005
"Sales Revenue","Europe","Juicemanji","Retail","Actual",192782.2172238,202421.3280850,212542.3944893,144586.6629179,156153.5959513,168645.8836274,182137.5543176,196708.5586630,125308.4411955,150370.1294346,180444.1553215,216532.9863858,2128633.9076126
"Standard Cost per Litre","Europe","Juicemanji","Retail","Actual",1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,1.4602206,17.5226466
"Manufacturing Cost","Europe","Juicemanji","Retail","Actual",70336.2764708,73853.0902943,77545.7448090,52752.2073531,56972.3839413,61530.1746566,66452.5886291,71768.7957195,45718.5797060,54862.2956472,65834.7547766,79001.7057320,776628.5977355
"Gross Margin","Europe","Juicemanji","Retail","Actual",122445.9407531,128568.2377907,134996.6496803,91834.4555648,99181.2120100,107115.7089708,115684.9656884,124939.7629435,79589.8614895,95507.8337874,114609.4005449,137531.2806538,1352005.3098771
"GM %","Europe","Juicemanji","Retail","Actual",0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516
"Average Price","Europe","Juicemanji","Retail","Actual",2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,2.3176135,27.8113619
"Volume Litres","UK","Juicemanji","Retail","Actual",48930.2054743,51376.7157480,53945.5515354,36697.6541057,39633.4664342,42804.1437489,46228.4752489,49926.7532688,31804.6335583,38165.5602700,45798.6723240,54958.4067888,540270.2385054
"Price per Litre","UK","Juicemanji","Retail","Actual",1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,20.2575616
"Sales Revenue","UK","Juicemanji","Retail","Actual",82600.5544219,86730.5821430,91067.1112501,61950.4158164,66906.4490817,72258.9650083,78039.6822089,84282.8567856,53690.3603742,64428.4324491,77314.1189389,92776.9427267,912046.4712048
"Standard Cost per Litre","UK","Juicemanji","Retail","Actual",0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,0.9459350,11.3512199
"Manufacturing Cost","UK","Juicemanji","Retail","Actual",46284.7934261,48599.0330974,51028.9847522,34713.5950695,37490.6826751,40489.9372891,43729.1322722,47227.4628540,30085.1157269,36102.1388723,43322.5666468,51987.0799761,511060.5226579
"Gross Margin","UK","Juicemanji","Retail","Actual",36315.7609958,38131.5490456,40038.1264979,27236.8207469,29415.7664066,31769.0277192,34310.5499367,37055.3939316,23605.2446473,28326.2935767,33991.5522921,40789.8627505,400985.9485469
"GM %","UK","Juicemanji","Retail","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Volume Litres","France","Juicemanji","Retail","Actual",34251.1438320,35963.7010236,37761.8860748,25688.3578740,27743.4265039,29962.9006243,32359.9326742,34948.7272881,22263.2434908,26715.8921890,32059.0706268,38470.8847521,378189.1669538
"Price per Litre","France","Juicemanji","Retail","Actual",2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,25.1876178
"Sales Revenue","France","Juicemanji","Retail","Actual",71892.0600045,75486.6630047,79260.9961550,53919.0450034,58232.5686036,62891.1740919,67922.4680193,73356.2654608,46729.8390029,56075.8068035,67290.9681642,80749.1617971,793807.0161110
"Standard Cost per Litre","France","Juicemanji","Retail","Actual",0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.0757961,0.9095529
"Manufacturing Cost","France","Juicemanji","Retail","Actual",2596.1021668,2725.9072752,2862.2026389,1947.0766251,2102.8427551,2271.0701755,2452.7557896,2648.9762528,1687.4664084,2024.9596901,2429.9516282,2915.9419538,28665.2533596
"Gross Margin","France","Juicemanji","Retail","Actual",69295.9578377,72760.7557296,76398.7935160,51971.9683783,56129.7258485,60620.1039164,65469.7122297,70707.2892081,45042.3725945,54050.8471134,64861.0165361,77833.2198433,765141.7627514
"GM %","France","Juicemanji","Retail","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Volume Litres","World","Dreamade","Retail","Actual",221243.3492977,232305.5167625,243920.7926007,165932.5119732,179207.1129311,193543.6819656,209027.1765228,225749.3506447,143808.1770435,172569.8124522,207083.7749426,248500.5299311,2442891.7870677
"Price per Litre","World","Dreamade","Retail","Actual",10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,10.9631562,131.5578741
"Sales Revenue","World","Dreamade","Retail","Actual",349165.0001604,366623.2501684,384954.4126768,261873.7501203,282823.6501299,305449.5421403,329885.5055115,356276.3459524,226957.2501042,272348.7001251,326818.4401501,392182.1281801,3855357.9754196
"Standard Cost per Litre","World","Dreamade","Retail","Actual",3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,3.9282493,47.1389911
"Manufacturing Cost","World","Dreamade","Retail","Actual",137327.0173261,144193.3681924,151403.0366020,102995.2629946,111234.8840342,120133.6747569,129744.3687374,140123.9182364,89262.5612620,107115.0735144,128538.0882172,154245.7058607,1516316.9597344
"Gross Margin","World","Dreamade","Retail","Actual",211837.9828343,222429.8819760,233551.3760748,158878.4871257,171588.7660957,185315.8673834,200141.1367741,216152.4277160,137694.6888423,165233.6266107,198280.3519329,237936.4223194,2339041.0156852
"GM %","World","Dreamade","Retail","Actual",0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988
"Average Price","World","Dreamade","Retail","Actual",1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,1.5781943,18.9383320
"Volume Litres","North America","Dreamade","Retail","Actual",75352.5164305,79120.1422520,83076.1493646,56514.3873228,61035.5383087,65918.3813734,71191.8518832,76887.2000339,48979.1356798,58774.9628158,70529.9553789,84635.9464547,832016.1672983
"Price per Litre","North America","Dreamade","Retail","Actual",3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,3.0898716,37.0784594
"Sales Revenue","North America","Dreamade","Retail","Actual",116414.8009098,122235.5409553,128347.3180031,87311.1006824,94295.9887369,101839.6678359,109986.8412628,118785.7885638,75669.6205914,90803.5447097,108964.2536516,130757.1043819,1285411.5702845
"Standard Cost per Litre","North America","Dreamade","Retail","Actual",1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,1.7245643,20.6947715
"Manufacturing Cost","North America","Dreamade","Retail","Actual",64975.1296696,68223.8861531,71635.0804608,48731.3472522,52629.8550324,56840.2434350,61387.4629098,66298.4599426,42233.8342853,50680.6011423,60816.7213708,72980.0656449,717432.6872988
"Gross Margin","North America","Dreamade","Retail","Actual",51439.6712402,54011.6548022,56712.2375423,38579.7534301,41666.1337045,44999.4244009,48599.3783530,52487.3286212,33435.7863061,40122.9435673,48147.5322808,57777.0387370,567978.8829856
"GM %","North America","Dreamade","Retail","Actual",0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654
"Average Price","North America","Dreamade","Retail","Actual",1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,1.5449358,18.5392297
"Volume Litres","USA","Dreamade","Retail","Actual",37676.2582152,39560.0711260,41538.0746823,28257.1936614,30517.7691543,32959.1906867,35595.9259416,38443.6000170,24489.5678399,29387.4814079,35264.9776895,42317.9732273,416008.0836491
"Price per Litre","USA","Dreamade","Retail","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,20.3739833
"Sales Revenue","USA","Dreamade","Retail","Actual",63967.9545775,67166.3523064,70524.6699217,47975.9659331,51814.0432078,55959.1666644,60435.8999976,65270.7719974,41579.1704754,49895.0045705,59874.0054845,71848.8065815,706311.8117177
"Standard Cost per Litre","USA","Dreamade","Retail","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,10.9146339
"Manufacturing Cost","USA","Dreamade","Retail","Actual",34268.5470951,35981.9744498,37781.0731723,25701.4103213,27757.5231470,29978.1249988,32376.3749987,34966.4849986,22274.5556118,26729.4667342,32075.3600810,38490.4320972,378381.3277059
"Gross Margin","USA","Dreamade","Retail","Actual",29699.4074824,31184.3778565,32743.5967494,22274.5556118,24056.5200608,25981.0416656,28059.5249989,30304.2869988,19304.6148636,23165.5378363,27798.6454035,33358.3744842,327930.4840118
"GM %","USA","Dreamade","Retail","Actual",0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857
"Volume Litres","Canada","Dreamade","Retail","Actual",37676.2582152,39560.0711260,41538.0746823,28257.1936614,30517.7691543,32959.1906867,35595.9259416,38443.6000170,24489.5678399,29387.4814079,35264.9776895,42317.9732273,416008.0836491
"Price per Litre","Canada","Dreamade","Retail","Actual",1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,18.6421954
"Sales Revenue","Canada","Dreamade","Retail","Actual",58530.6805068,61457.2145322,64530.0752588,43898.0103801,47409.8512105,51202.6393074,55298.8504520,59722.7584881,38044.9423295,45653.9307953,54784.7169544,65741.6603453,646275.3305605
"Standard Cost per Litre","Canada","Dreamade","Retail","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,10.9146336
"Manufacturing Cost","Canada","Dreamade","Retail","Actual",34268.5461532,35981.9734608,37781.0721339,25701.4096149,27757.5223841,29978.1241748,32376.3741088,34966.4840375,22274.5549996,26729.4659995,32075.3591994,38490.4310393,378381.3173057
"Gross Margin","Canada","Dreamade","Retail","Actual",24262.1343537,25475.2410713,26749.0031249,18196.6007652,19652.3288265,21224.5151326,22922.4763432,24756.2744506,15770.3873299,18924.4647959,22709.3577550,27251.2293060,267894.0132548
"GM %","Canada","Dreamade","Retail","Actual",0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199
"Volume Litres","Asia Pacific","Dreamade","Retail","Actual",84891.1767092,89135.7355447,93592.5223219,63668.3825319,68761.8531344,74262.8013852,80203.8254960,86620.1315357,55179.2648610,66215.1178332,79458.1413998,95349.7696798,937338.7224328
"Price per Litre","Asia Pacific","Dreamade","Retail","Actual",3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,3.9825794,47.7909527
"Sales Revenue","Asia Pacific","Dreamade","Retail","Actual",112381.0029675,118000.0531159,123900.0557717,84285.7522256,91028.6124037,98310.9013960,106175.7735077,114669.8353883,73047.6519289,87657.1823147,105188.6187776,126226.3425331,1240871.7823307
"Standard Cost per Litre","Asia Pacific","Dreamade","Retail","Actual",0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,0.9604151,11.5249807
"Manufacturing Cost","Asia Pacific","Dreamade","Retail","Actual",28435.3833536,29857.1525212,31350.0101473,21326.5375152,23032.6605164,24875.2733577,26865.2952263,29014.5188444,18482.9991798,22179.5990158,26615.5188189,31938.6225827,313973.5710793
"Gross Margin","Asia Pacific","Dreamade","Retail","Actual",83945.6196140,88142.9005947,92550.0456244,62959.2147105,67995.9518873,73435.6280383,79310.4782814,85655.3165439,54564.6527491,65477.5832989,78573.0999587,94287.7199504,926898.2112514
"GM %","Asia Pacific","Dreamade","Retail","Actual",0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734
"Average Price","Asia Pacific","Dreamade","Retail","Actual",1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,1.3238243,15.8858917
"Volume Litres","Singapore","Dreamade","Retail","Actual",25117.5054768,26373.3807507,27692.0497882,18838.1291076,20345.1794362,21972.7937911,23730.6172944,25629.0666780,16326.3785599,19591.6542719,23509.9851263,28211.9821516,277338.7224328
"Price per Litre","Singapore","Dreamade","Retail","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,26.4861776
"Sales Revenue","Singapore","Dreamade","Retail","Actual",55438.8926611,58210.8372941,61121.3791588,41579.1694958,44905.5030555,48497.9432999,52377.7787639,56568.0010650,36035.2802297,43242.3362756,51890.8035308,62268.9642369,612136.8890670
"Standard Cost per Litre","Singapore","Dreamade","Retail","Actual",0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,1.0696341
"Manufacturing Cost","Singapore","Dreamade","Retail","Actual",2238.8783682,2350.8222866,2468.3634009,1679.1587761,1813.4914782,1958.5707965,2115.2564602,2284.4769770,1455.2709393,1746.3251272,2095.5901526,2514.7081831,24720.9129461
"Gross Margin","Singapore","Dreamade","Retail","Actual",53200.0142929,55860.0150075,58653.0157579,39900.0107197,43092.0115772,46539.3725034,50262.5223037,54283.5240880,34580.0092904,41496.0111484,49795.2133781,59754.2560538,587415.9761210
"GM %","Singapore","Dreamade","Retail","Actual",0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154
"Volume Litres","Thailand","Dreamade","Retail","Actual",29886.8356162,31381.1773970,32950.2362668,22415.1267121,24208.3368491,26145.0037970,28236.6041008,30495.5324289,19426.4431505,23311.7317806,27974.0781368,33568.8937641,330000.0000000
"Price per Litre","Thailand","Dreamade","Retail","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,585.7520193
"Sales Revenue","Thailand","Dreamade","Retail","Actual",1458856.1927224,1531799.0023585,1608388.9524765,1094142.1445418,1181673.5161052,1276207.3973936,1378303.9891851,1488568.3083199,948256.5252696,1137907.8303235,1365489.3963882,1638587.2756658,16108180.5307500
"Standard Cost per Litre","Thailand","Dreamade","Retail","Actual",32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,387.1056823
"Manufacturing Cost","Thailand","Dreamade","Retail","Actual",964113.6577992,1012319.3406891,1062935.3077236,723085.2433494,780932.0628173,843406.6278427,910879.1580701,983749.4907157,626673.8775695,752008.6530833,902410.3837000,1082892.4604400,10645406.2638000
"Gross Margin","Thailand","Dreamade","Retail","Actual",494742.5349233,519479.6616694,545453.6447529,371056.9011924,400741.4532878,432800.7695509,467424.8311149,504818.8176041,321582.6477001,385899.1772401,463079.0126882,555694.8152258,5462774.2669500
"GM %","Thailand","Dreamade","Retail","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Volume Litres","Australia","Dreamade","Retail","Actual",29886.8356162,31381.1773970,32950.2362668,22415.1267121,24208.3368491,26145.0037970,28236.6041008,30495.5324289,19426.4431505,23311.7317806,27974.0781368,33568.8937641,330000.0000000
"Price per Litre","Australia","Dreamade","Retail","Actual",1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,20.9560968
"Sales Revenue","Australia","Dreamade","Retail","Actual",52192.6183515,54802.2492691,57542.3617326,39144.4637637,42276.0208647,45658.1025339,49310.7507366,53255.6107956,33925.2019285,40710.2423142,48852.2907770,58622.7489325,576292.6620000
"Standard Cost per Litre","Australia","Dreamade","Retail","Actual",0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,1.0186992
"Manufacturing Cost","Australia","Dreamade","Retail","Actual",2537.1411840,2663.9982432,2797.1981554,1902.8558880,2055.0843591,2219.4911078,2397.0503964,2588.8144281,1649.1417696,1978.9701236,2374.7641483,2849.7169779,28014.2267815
"Gross Margin","Australia","Dreamade","Retail","Actual",49655.4771675,52138.2510259,54745.1635772,37241.6078756,40220.9365057,43438.6114261,46913.7003402,50666.7963674,32276.0601589,38731.2721907,46477.5266288,55773.0319545,548278.4352185
"GM %","Australia","Dreamade","Retail","Actual",0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889
"Volume Litres","Europe","Dreamade","Retail","Actual",60999.6561580,64049.6389659,67252.1209142,45749.7421185,49409.7214880,53362.4992070,57631.4991436,62242.0190751,39649.7765027,47579.7318032,57095.6781639,68514.8137967,673536.8973367
"Price per Litre","Europe","Dreamade","Retail","Actual",3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,36.5570657
"Sales Revenue","Europe","Dreamade","Retail","Actual",94249.0806896,98961.5347241,103909.6114603,70686.8105172,76341.7553586,82449.0957873,89045.0234503,96168.6253263,61261.9024483,73514.2829379,88217.1395255,105860.5674306,1040665.4296559
"Standard Cost per Litre","Europe","Dreamade","Retail","Actual",0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,11.6817640
"Manufacturing Cost","Europe","Dreamade","Retail","Actual",34386.6228692,36105.9540126,37911.2517133,25789.9671519,27853.1645240,30081.4176860,32487.9311008,35086.9655889,22351.3048650,26821.5658380,32185.8790056,38623.0548067,379685.0791619
"Gross Margin","Europe","Dreamade","Retail","Actual",59862.4578204,62855.5807115,65998.3597470,44896.8433653,48488.5908346,52367.6781013,56557.0923494,61081.6597374,38910.5975833,46692.7170999,56031.2605199,67237.5126239,660980.3504940
"GM %","Europe","Dreamade","Retail","Actual",0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516
"Average Price","Europe","Dreamade","Retail","Actual",1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,18.5409073
"Volume Litres","UK","Dreamade","Retail","Actual",35882.1506812,37676.2582152,39560.0711260,26911.6130109,29064.5420518,31389.7054159,33900.8818492,36612.9523971,23323.3979428,27988.0775313,33585.6930376,40302.8316451,396198.1749039
"Price per Litre","UK","Dreamade","Retail","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,13.5050406
"Sales Revenue","UK","Dreamade","Retail","Actual",40382.4918855,42401.6164798,44521.6973037,30286.8689141,32709.8184272,35326.6039014,38152.7322135,41204.9507906,26248.6197256,31498.3436707,37798.0124048,45357.6148858,445889.3706027
"Standard Cost per Litre","UK","Dreamade","Retail","Actual",0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,7.5674797
"Manufacturing Cost","UK","Dreamade","Retail","Actual",22628.1204531,23759.5264757,24947.5027995,16971.0903398,18328.7775670,19795.0797723,21378.6861541,23088.9810465,14708.2782945,17649.9339534,21179.9207441,25415.9048929,249851.8024929
"Gross Margin","UK","Dreamade","Retail","Actual",17754.3714324,18642.0900040,19574.1945042,13315.7785743,14381.0408603,15531.5241291,16774.0460594,18115.9697441,11540.3414311,13848.4097173,16618.0916607,19941.7099929,196037.5681098
"GM %","UK","Dreamade","Retail","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Volume Litres","France","Dreamade","Retail","Actual",25117.5054768,26373.3807507,27692.0497882,18838.1291076,20345.1794362,21972.7937911,23730.6172944,25629.0666780,16326.3785599,19591.6542719,23509.9851263,28211.9821516,277338.7224328
"Price per Litre","France","Dreamade","Retail","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,16.7917446
"Sales Revenue","France","Dreamade","Retail","Actual",35147.2280797,36904.5894836,38749.8189578,26360.4210597,28469.2547445,30746.7951241,33206.5387340,35863.0618327,22845.6982518,27414.8379021,32897.8054826,39477.3665791,388083.4162318
"Standard Cost per Litre","France","Dreamade","Retail","Actual",0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.6063686
"Manufacturing Cost","France","Dreamade","Retail","Actual",1269.2054584,1332.6657314,1399.2990179,951.9040938,1028.0564213,1110.3009350,1199.1250098,1295.0550106,824.9835480,989.9802576,1187.9763091,1425.5715709,14014.1233639
"Gross Margin","France","Dreamade","Retail","Actual",33878.0226212,35571.9237523,37350.5199399,25408.5169659,27441.1983232,29636.4941890,32007.4137242,34568.0068221,22020.7147038,26424.8576446,31709.8291735,38051.7950082,374069.2928678
"GM %","France","Dreamade","Retail","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Volume Litres","World","Glitterade","Retail","Actual",148054.0477011,155456.7500861,163229.5875904,111040.5357758,119923.7786379,129517.6809289,139879.0954032,151069.4230355,96235.1310057,115482.1572068,138578.5886482,166294.3063778,1634761.0823975
"Price per Litre","World","Glitterade","Retail","Actual",11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,11.1458755,133.7505064
"Sales Revenue","World","Glitterade","Retail","Actual",237552.3615538,249429.9796315,261901.4786131,178164.2711654,192417.4128586,207810.8058873,224435.6703583,242390.5239869,154409.0350100,185290.8420120,222349.0104144,266818.8124972,2622970.2039883
"Standard Cost per Litre","World","Glitterade","Retail","Actual",3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,3.9937202,47.9246418
"Manufacturing Cost","World","Glitterade","Retail","Actual",93429.6325696,98101.1141981,103006.1699080,70072.2244272,75678.0023814,81732.2425719,88270.8219776,95332.4877358,60729.2611702,72875.1134043,87450.1360851,104940.1633022,1031617.3697314
"Gross Margin","World","Glitterade","Retail","Actual",144122.7289842,151328.8654334,158895.3087051,108092.0467382,116739.4104772,126078.5633154,136164.8483806,147058.0362511,93679.7738397,112415.7286077,134898.8743292,161878.6491951,1591352.8342569
"GM %","World","Glitterade","Retail","Actual",0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988
"Average Price","World","Glitterade","Retail","Actual",1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,1.6044976,19.2539710
"Volume Litres","North America","Glitterade","Retail","Actual",50425.2222605,52946.4833735,55593.8075422,37818.9166954,40844.4300310,44111.9844335,47640.9431882,51452.2186432,32776.3944693,39331.6733632,47198.0080358,56637.6096430,556777.6916788
